ais_event_id,vessel_id,mmsi,vessel_name,vessel_type,vessel_group,is_military,flag_country,timestamp_utc,latitude,longitude,speed_knots,course_deg,course_change_deg,ais_status,ais_gap_minutes,maritime_zone,zone_risk_level,sensitive_zone_name,sensitive_zone_distance_km,near_sensitive_zone,nearest_vessel_distance_nm,nearby_vessel_count,route_pattern,signal_quality,behavior_label,behavior_flags,simulation_seed,business_zone_reference,business_zone_risk,business_max_priority_score,score_vessel,score_geo,score_zone_risk,score_ais_behavior,score_legacy_business,score_signal_quality,final_risk_score,risk_level,attention_required,immediate_review_flag,recommended_action,risk_reasons,scoring_version
AIS-0071-03,VES-0071,626618110,MN-963,Destroyer,combat_strategique,True,Singapore,2026-05-12T17:08:15.557630+00:00,24.27615,120.79079,23.37,189.1,3.4,Interrompu,120,Détroit de Taïwan,Critical,Détroit de Taïwan,51.67,False,27.97,1,reapparition tardive,0.667,suspect,coupure AIS,20260513,Port de Shanghai,Critical,90,35,16,15,27,15,2,100,Risque critique,True,True,Transmission immediate a une cellule analyste/operationnelle,navire de combat strategique; zone critical; zone sensible active; base sous-marine ou equivalent; coupure AIS 120 min; comportement AIS suspect; historique metier prioritaire,ais-risk-v1
AIS-0071-04,VES-0071,626618110,MN-963,Destroyer,combat_strategique,True,Singapore,2026-05-12T16:48:15.557630+00:00,24.17828,120.78679,24.48,184.1,8.3,Interrompu,180,Détroit de Taïwan,Critical,Détroit de Taïwan,61.9,False,14.56,1,route sombre,0.702,suspect,coupure AIS,20260513,Port de Shanghai,Critical,90,35,16,15,27,15,2,100,Risque critique,True,True,Transmission immediate a une cellule analyste/operationnelle,navire de combat strategique; zone critical; zone sensible active; base sous-marine ou equivalent; coupure AIS 180 min; comportement AIS suspect; historique metier prioritaire,ais-risk-v1
AIS-0032-03,VES-0032,589364355,MN-405,Sous-marin,combat_strategique,True,France,2026-05-12T16:21:34.967091+00:00,25.37786,56.3938,21.13,214.6,141.5,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,79.64,False,0.43,4,rendez-vous probable,0.979,suspect,proximite autre navire; variation cap forte; vitesse atypique,20260513,Détroit d'Ormuz,Critical,110,35,17,15,30,15,4,100,Risque critique,True,True,Transmission immediate a une cellule analyste/operationnelle,navire de combat strategique; zone critical; zone sensible active; base sous-marine ou equivalent; proximite immediate autre navire; regroupement de navires; variation de cap tres forte; comportement AIS suspect; historique metier prioritaire,ais-risk-v1
AIS-0032-02,VES-0032,589364355,MN-405,Sous-marin,combat_strategique,True,France,2026-05-12T15:24:34.967091+00:00,25.54567,56.37603,0.64,214.7,84.6,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,63.01,False,0.39,5,loitering,0.934,suspect,proximite autre navire; variation cap forte,20260513,Détroit d'Ormuz,Critical,110,35,17,15,27,15,4,100,Risque critique,True,True,Transmission immediate a une cellule analyste/operationnelle,navire de combat strategique; zone critical; zone sensible active; base sous-marine ou equivalent; proximite immediate autre navire; regroupement de navires; variation de cap forte; comportement AIS suspect; historique metier prioritaire,ais-risk-v1
AIS-0023-05,VES-0023,341613475,MN-295,Sous-marin,combat_strategique,True,Liberia,2026-05-12T15:08:27.194258+00:00,24.31095,120.14683,22.15,317.9,19.4,Interrompu,90,Détroit de Taïwan,Critical,Détroit de Taïwan,96.56,False,2.4,1,route sombre,0.479,suspect,coupure AIS; vitesse atypique,20260513,Port de Shanghai,Critical,90,35,16,15,28,15,0,100,Risque critique,True,True,Transmission immediate a une cellule analyste/operationnelle,navire de combat strategique; zone critical; zone sensible active; base sous-marine ou equivalent; coupure AIS 90 min; proximite autre navire; comportement AIS suspect; historique metier prioritaire,ais-risk-v1
AIS-0032-01,VES-0032,589364355,MN-405,Sous-marin,combat_strategique,True,France,2026-05-12T14:05:34.967091+00:00,25.60509,56.34508,23.25,170.6,157.3,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,55.87,False,1.19,1,variation de cap,0.99,suspect,proximite autre navire; variation cap forte; vitesse atypique,20260513,Détroit d'Ormuz,Critical,110,35,17,15,21,15,4,100,Risque critique,True,True,Transmission immediate a une cellule analyste/operationnelle,navire de combat strategique; zone critical; zone sensible active; base sous-marine ou equivalent; proximite autre navire; variation de cap tres forte; comportement AIS suspect; historique metier prioritaire,ais-risk-v1
AIS-0023-04,VES-0023,341613475,MN-295,Sous-marin,combat_strategique,True,Liberia,2026-05-12T13:12:27.194258+00:00,24.16375,120.17928,3.74,296.2,25.7,Interrompu,120,Détroit de Taïwan,Critical,Détroit de Taïwan,102.27,False,3.23,5,coupure AIS,0.595,suspect,coupure AIS,20260513,Port de Shanghai,Critical,90,35,16,15,32,15,0,100,Risque critique,True,True,Transmission immediate a une cellule analyste/operationnelle,navire de combat strategique; zone critical; zone sensible active; base sous-marine ou equivalent; coupure AIS 120 min; regroupement de navires; comportement AIS suspect; historique metier prioritaire,ais-risk-v1
AIS-0023-02,VES-0023,341613475,MN-295,Sous-marin,combat_strategique,True,Liberia,2026-05-12T12:11:27.194258+00:00,24.06028,120.27539,0.72,355.1,8.0,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,102.2,False,1.79,4,variation de cap,0.919,suspect,proximite autre navire,20260513,Port de Shanghai,Critical,90,35,16,15,18,15,4,100,Risque critique,True,True,Transmission immediate a une cellule analyste/operationnelle,navire de combat strategique; zone critical; zone sensible active; base sous-marine ou equivalent; proximite autre navire; regroupement de navires; comportement AIS suspect; historique metier prioritaire,ais-risk-v1
AIS-0023-03,VES-0023,341613475,MN-295,Sous-marin,combat_strategique,True,Liberia,2026-05-12T11:52:27.194258+00:00,24.09872,120.23483,4.11,340.9,72.3,Interrompu,240,Détroit de Taïwan,Critical,Détroit de Taïwan,102.34,False,1.68,3,coupure AIS,0.445,suspect,coupure AIS; proximite autre navire; variation cap forte,20260513,Port de Shanghai,Critical,90,35,16,15,35,15,0,100,Risque critique,True,True,Transmission immediate a une cellule analyste/operationnelle,navire de combat strategique; zone critical; zone sensible active; base sous-marine ou equivalent; coupure AIS 240 min; proximite autre navire; variation de cap forte; comportement AIS suspect; historique metier prioritaire,ais-risk-v1
AIS-0023-01,VES-0023,341613475,MN-295,Sous-marin,combat_strategique,True,Liberia,2026-05-12T11:12:27.194258+00:00,23.99472,120.31617,7.92,346.6,98.8,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,104.64,False,0.87,2,loitering,0.954,suspect,proximite autre navire; variation cap forte,20260513,Port de Shanghai,Critical,90,35,16,15,25,15,4,100,Risque critique,True,True,Transmission immediate a une cellule analyste/operationnelle,navire de combat strategique; zone critical; zone sensible active; base sous-marine ou equivalent; proximite immediate autre navire; variation de cap forte; comportement AIS suspect; historique metier prioritaire,ais-risk-v1
AIS-0071-02,VES-0071,626618110,MN-963,Destroyer,combat_strategique,True,Singapore,2026-05-12T15:02:15.557630+00:00,24.40835,120.82289,23.0,195.9,0.4,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,37.05,True,4.21,2,transit regulier,0.855,normal,aucun,20260513,Port de Shanghai,Critical,90,35,25,15,3,15,4,97,Risque critique,True,True,Transmission immediate a une cellule analyste/operationnelle,navire de combat strategique; zone critical; proximite zone sensible; zone sensible active; base sous-marine ou equivalent; historique metier prioritaire,ais-risk-v1
AIS-0019-02,VES-0019,621262831,MN-716,Sous-marin,combat_strategique,True,France,2026-05-12T22:58:29.401784+00:00,43.25232,34.27912,20.93,107.4,146.8,Actif,0,Mer Noire,High,Mer Noire,162.32,False,1.87,3,rendez-vous probable,0.867,suspect,proximite autre navire; variation cap forte; vitesse atypique,20260513,Mer Noire,High,74,35,12,10,24,11,4,96,Risque critique,True,True,Transmission immediate a une cellule analyste/operationnelle,navire de combat strategique; zone high; zone sensible active; zone navale connue; proximite autre navire; variation de cap tres forte; comportement AIS suspect; historique metier prioritaire,ais-risk-v1
AIS-0074-02,VES-0074,696998321,MN-584,Croiseur,combat_strategique,True,Liberia,2026-05-13T05:00:05.235085+00:00,24.92282,120.79495,15.96,170.2,19.2,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,32.28,True,16.33,0,transit regulier,0.854,normal,aucun,20260513,Port de Shanghai,Critical,90,35,25,15,0,15,4,94,Risque critique,True,True,Transmission immediate a une cellule analyste/operationnelle,navire de combat strategique; zone critical; proximite zone sensible; zone sensible active; base sous-marine ou equivalent; historique metier prioritaire,ais-risk-v1
AIS-0074-01,VES-0074,696998321,MN-584,Croiseur,combat_strategique,True,Liberia,2026-05-13T04:15:05.235085+00:00,25.04294,120.79313,23.92,173.7,35.1,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,43.47,True,23.95,1,transit regulier,0.864,normal,aucun,20260513,Port de Shanghai,Critical,90,35,25,15,0,15,4,94,Risque critique,True,True,Transmission immediate a une cellule analyste/operationnelle,navire de combat strategique; zone critical; proximite zone sensible; zone sensible active; base sous-marine ou equivalent; historique metier prioritaire,ais-risk-v1
AIS-0046-05,VES-0046,240150663,OCEAN-268,Cargo,civil,False,Singapore,2026-05-12T07:09:39.720673+00:00,26.03867,56.0153,8.13,246.0,8.8,Interrompu,360,Détroit d'Ormuz,Critical,Détroit d'Ormuz,4.56,True,14.56,1,coupure AIS,0.348,suspect,coupure AIS,20260513,Détroit d'Ormuz,Critical,110,0,30,15,31,15,0,93,Risque critique,True,True,Transmission immediate a une cellule analyste/operationnelle,zone critical; proximite zone sensible; zone sensible active; base sous-marine ou equivalent; coupure AIS 360 min; comportement AIS suspect; historique metier prioritaire; coupure AIS longue dans zone critique,ais-risk-v1
AIS-0014-04,VES-0014,566487148,ATL-212,Porte-conteneurs,civil,False,Singapore,2026-05-12T05:53:25.418615+00:00,24.80151,120.62686,14.54,197.1,21.0,Interrompu,240,Détroit de Taïwan,Critical,Détroit de Taïwan,39.33,True,4.98,1,route sombre,0.599,suspect,coupure AIS,20260513,Port de Shanghai,Critical,90,0,25,15,31,15,0,93,Risque critique,True,True,Transmission immediate a une cellule analyste/operationnelle,zone critical; proximite zone sensible; zone sensible active; base sous-marine ou equivalent; coupure AIS 240 min; comportement AIS suspect; historique metier prioritaire; coupure AIS longue dans zone critique,ais-risk-v1
AIS-0071-01,VES-0071,626618110,MN-963,Destroyer,combat_strategique,True,Singapore,2026-05-12T14:00:15.557630+00:00,24.4929,120.81927,18.36,168.4,27.2,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,29.4,True,9.57,1,approche portuaire,0.84,normal,aucun,20260513,Port de Shanghai,Critical,90,35,25,15,0,15,2,92,Escalade opérationnelle,True,False,Escalade operationnelle apres validation humaine,navire de combat strategique; zone critical; proximite zone sensible; zone sensible active; base sous-marine ou equivalent; historique metier prioritaire,ais-risk-v1
AIS-0019-05,VES-0019,621262831,MN-716,Sous-marin,combat_strategique,True,France,2026-05-13T01:08:29.401784+00:00,43.29003,34.29447,10.95,88.3,121.8,Actif,0,Mer Noire,High,Mer Noire,158.94,False,3.06,2,rendez-vous probable,0.908,suspect,variation cap forte,20260513,Mer Noire,High,74,35,12,10,18,11,4,90,Escalade opérationnelle,True,False,Escalade operationnelle apres validation humaine,navire de combat strategique; zone high; zone sensible active; zone navale connue; variation de cap tres forte; comportement AIS suspect; historique metier prioritaire,ais-risk-v1
AIS-0019-01,VES-0019,621262831,MN-716,Sous-marin,combat_strategique,True,France,2026-05-12T22:36:29.401784+00:00,43.21866,34.10226,17.91,95.1,20.1,Actif,0,Mer Noire,High,Mer Noire,161.0,False,1.68,4,variation de cap,0.86,suspect,proximite autre navire; vitesse atypique,20260513,Mer Noire,High,74,35,12,10,18,11,4,90,Escalade opérationnelle,True,False,Escalade operationnelle apres validation humaine,navire de combat strategique; zone high; zone sensible active; zone navale connue; proximite autre navire; regroupement de navires; comportement AIS suspect; historique metier prioritaire,ais-risk-v1
AIS-0078-02,VES-0078,629803471,MN-261,Sous-marin,combat_strategique,True,Marshall Islands,2026-05-12T21:42:55.566127+00:00,26.9249,56.81794,6.77,272.0,13.3,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,131.17,False,6.11,2,approche portuaire,0.918,normal,aucun,20260513,Détroit d'Ormuz,Critical,110,35,17,15,3,15,4,89,Escalade opérationnelle,True,False,Escalade operationnelle apres validation humaine,navire de combat strategique; zone critical; zone sensible active; base sous-marine ou equivalent; historique metier prioritaire,ais-risk-v1
AIS-0032-04,VES-0032,589364355,MN-405,Sous-marin,combat_strategique,True,France,2026-05-12T17:50:34.967091+00:00,25.33787,56.48089,3.82,116.6,1.4,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,88.0,False,3.6,3,rendez-vous probable,0.99,normal,aucun,20260513,Détroit d'Ormuz,Critical,110,35,17,15,3,15,4,89,Escalade opérationnelle,True,False,Escalade operationnelle apres validation humaine,navire de combat strategique; zone critical; zone sensible active; base sous-marine ou equivalent; historique metier prioritaire,ais-risk-v1
AIS-0078-03,VES-0078,629803471,MN-261,Sous-marin,combat_strategique,True,Marshall Islands,2026-05-12T21:30:55.566127+00:00,26.85601,56.7066,9.83,254.7,26.9,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,118.36,False,24.28,2,transit regulier,0.833,normal,aucun,20260513,Détroit d'Ormuz,Critical,110,35,17,15,3,15,2,87,Escalade opérationnelle,True,False,Escalade operationnelle apres validation humaine,navire de combat strategique; zone critical; zone sensible active; base sous-marine ou equivalent; historique metier prioritaire,ais-risk-v1
AIS-0078-01,VES-0078,629803471,MN-261,Sous-marin,combat_strategique,True,Marshall Islands,2026-05-12T20:30:55.566127+00:00,26.91197,56.85822,9.61,222.4,0.1,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,132.6,False,8.67,2,patrouille declaree,0.65,normal,aucun,20260513,Détroit d'Ormuz,Critical,110,35,17,15,3,15,2,87,Escalade opérationnelle,True,False,Escalade operationnelle apres validation humaine,navire de combat strategique; zone critical; zone sensible active; base sous-marine ou equivalent; historique metier prioritaire,ais-risk-v1
AIS-0065-02,VES-0065,341484128,MN-204,Croiseur,combat_strategique,True,France,2026-05-12T03:56:04.289022+00:00,25.97905,56.91677,19.07,57.1,24.2,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,91.66,False,25.28,2,transit regulier,0.848,normal,aucun,20260513,Détroit d'Ormuz,Critical,110,35,17,15,3,15,2,87,Escalade opérationnelle,True,False,Escalade operationnelle apres validation humaine,navire de combat strategique; zone critical; zone sensible active; base sous-marine ou equivalent; historique metier prioritaire,ais-risk-v1
AIS-0002-05,VES-0002,668796756,MN-923,Croiseur,combat_strategique,True,France,2026-05-13T00:11:57.818511+00:00,26.85025,56.64745,25.35,108.9,19.8,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,114.43,False,24.13,0,approche portuaire,0.865,normal,aucun,20260513,Détroit d'Ormuz,Critical,110,35,17,15,0,15,4,86,Escalade opérationnelle,True,False,Escalade operationnelle apres validation humaine,navire de combat strategique; zone critical; zone sensible active; base sous-marine ou equivalent; historique metier prioritaire,ais-risk-v1
AIS-0078-05,VES-0078,629803471,MN-261,Sous-marin,combat_strategique,True,Marshall Islands,2026-05-12T23:06:55.566127+00:00,26.7489,56.43975,7.14,247.4,20.7,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,94.09,False,11.0,0,transit regulier,0.9,normal,aucun,20260513,Détroit d'Ormuz,Critical,110,35,17,15,0,15,4,86,Escalade opérationnelle,True,False,Escalade operationnelle apres validation humaine,navire de combat strategique; zone critical; zone sensible active; base sous-marine ou equivalent; historique metier prioritaire,ais-risk-v1
AIS-0002-03,VES-0002,668796756,MN-923,Croiseur,combat_strategique,True,France,2026-05-12T20:41:57.818511+00:00,26.88716,56.2854,13.94,98.5,21.7,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,102.66,False,5.32,1,approche portuaire,0.99,normal,aucun,20260513,Détroit d'Ormuz,Critical,110,35,17,15,0,15,4,86,Escalade opérationnelle,True,False,Escalade operationnelle apres validation humaine,navire de combat strategique; zone critical; zone sensible active; base sous-marine ou equivalent; historique metier prioritaire,ais-risk-v1
AIS-0002-04,VES-0002,668796756,MN-923,Croiseur,combat_strategique,True,France,2026-05-12T19:57:57.818511+00:00,26.85966,56.54299,24.17,108.4,30.8,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,109.82,False,7.66,0,transit regulier,0.939,normal,aucun,20260513,Détroit d'Ormuz,Critical,110,35,17,15,0,15,4,86,Escalade opérationnelle,True,False,Escalade operationnelle apres validation humaine,navire de combat strategique; zone critical; zone sensible active; base sous-marine ou equivalent; historique metier prioritaire,ais-risk-v1
AIS-0052-05,VES-0052,438415121,MN-865,Sous-marin,combat_strategique,True,Marshall Islands,2026-05-12T19:55:17.264527+00:00,26.63033,57.29873,14.82,123.6,21.0,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,147.2,False,16.08,0,transit regulier,0.91,normal,aucun,20260513,Détroit d'Ormuz,Critical,110,35,17,15,0,15,4,86,Escalade opérationnelle,True,False,Escalade operationnelle apres validation humaine,navire de combat strategique; zone critical; zone sensible active; base sous-marine ou equivalent; historique metier prioritaire,ais-risk-v1
AIS-0052-04,VES-0052,438415121,MN-865,Sous-marin,combat_strategique,True,Marshall Islands,2026-05-12T18:49:17.264527+00:00,26.60886,56.97893,3.73,111.1,11.7,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,118.77,False,27.13,1,transit regulier,0.99,normal,aucun,20260513,Détroit d'Ormuz,Critical,110,35,17,15,0,15,4,86,Escalade opérationnelle,True,False,Escalade operationnelle apres validation humaine,navire de combat strategique; zone critical; zone sensible active; base sous-marine ou equivalent; historique metier prioritaire,ais-risk-v1
AIS-0002-02,VES-0002,668796756,MN-923,Croiseur,combat_strategique,True,France,2026-05-12T18:47:57.818511+00:00,26.89942,56.24552,25.84,93.9,4.4,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,102.95,False,26.45,0,transit regulier,0.99,normal,aucun,20260513,Détroit d'Ormuz,Critical,110,35,17,15,0,15,4,86,Escalade opérationnelle,True,False,Escalade operationnelle apres validation humaine,navire de combat strategique; zone critical; zone sensible active; base sous-marine ou equivalent; historique metier prioritaire,ais-risk-v1
AIS-0052-03,VES-0052,438415121,MN-865,Sous-marin,combat_strategique,True,Marshall Islands,2026-05-12T18:07:17.264527+00:00,26.60825,56.87755,6.16,111.3,19.9,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,110.57,False,21.7,0,transit regulier,0.887,normal,aucun,20260513,Détroit d'Ormuz,Critical,110,35,17,15,0,15,4,86,Escalade opérationnelle,True,False,Escalade operationnelle apres validation humaine,navire de combat strategique; zone critical; zone sensible active; base sous-marine ou equivalent; historique metier prioritaire,ais-risk-v1
AIS-0052-01,VES-0052,438415121,MN-865,Sous-marin,combat_strategique,True,Marshall Islands,2026-05-12T15:31:17.264527+00:00,26.58387,56.79404,10.08,104.1,22.8,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,102.38,False,14.16,1,transit regulier,0.927,normal,aucun,20260513,Détroit d'Ormuz,Critical,110,35,17,15,0,15,4,86,Escalade opérationnelle,True,False,Escalade operationnelle apres validation humaine,navire de combat strategique; zone critical; zone sensible active; base sous-marine ou equivalent; historique metier prioritaire,ais-risk-v1
AIS-0065-05,VES-0065,341484128,MN-204,Croiseur,combat_strategique,True,France,2026-05-12T08:28:04.289022+00:00,26.17502,57.29154,15.77,91.8,11.1,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,130.44,False,25.8,1,patrouille declaree,0.857,normal,aucun,20260513,Détroit d'Ormuz,Critical,110,35,17,15,0,15,4,86,Escalade opérationnelle,True,False,Escalade operationnelle apres validation humaine,navire de combat strategique; zone critical; zone sensible active; base sous-marine ou equivalent; historique metier prioritaire,ais-risk-v1
AIS-0065-04,VES-0065,341484128,MN-204,Croiseur,combat_strategique,True,France,2026-05-12T07:47:04.289022+00:00,26.06682,57.05863,14.65,83.8,20.9,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,106.03,False,27.45,0,patrouille declaree,0.99,normal,aucun,20260513,Détroit d'Ormuz,Critical,110,35,17,15,0,15,4,86,Escalade opérationnelle,True,False,Escalade operationnelle apres validation humaine,navire de combat strategique; zone critical; zone sensible active; base sous-marine ou equivalent; historique metier prioritaire,ais-risk-v1
